X4PP;City;Municipality;Province
2131;Hoofddorp;Haarlemmermeer;Noord-Holland
2132;Hoofddorp;Haarlemmermeer;Noord-Holland
2133;Hoofddorp;Haarlemmermeer;Noord-Holland
2134;Hoofddorp;Haarlemmermeer;Noord-Holland
2135;Hoofddorp;Haarlemmermeer;Noord-Holland
2136;Zwaanshoek;Haarlemmermeer;Noord-Holland
2140;Vijfhuizen;Haarlemmermeer;Noord-Holland
2141;Vijfhuizen;Haarlemmermeer;Noord-Holland
2142;Cruquius;Haarlemmermeer;Noord-Holland
2143;Boesingheliede;Haarlemmermeer;Noord-Holland
2144;Beinsdorp;Haarlemmermeer;Noord-Holland
2150;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
2151;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
2152;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
2153;Nieuw-Vennep;Haarlemmermeer;Noord-Holland
2154;Burgerveen;Haarlemmermeer;Noord-Holland
2155;Leimuiderbrug;Haarlemmermeer;Noord-Holland
2156;Weteringbrug;Haarlemmermeer;Noord-Holland
2157;Abbenes;Haarlemmermeer;Noord-Holland
2158;Buitenkaag;Haarlemmermeer;Noord-Holland
2165;Lisserbroek;Haarlemmermeer;Noord-Holland
3180;Rozenburg;Haarlemmermeer;Zuid-Holland
4651;Oud Gastel;Halderberge;Noord-Brabant
4730;Oudenbosch;Halderberge;Noord-Brabant
4731;Oudenbosch;Halderberge;Noord-Brabant
4740;Hoeven;Halderberge;Noord-Brabant
4741;Hoeven;Halderberge;Noord-Brabant
4744;Bosschenhoofd;Halderberge;Noord-Brabant
4750;Oud Gastel;Halderberge;Noord-Brabant
4751;Oudenbosch;Halderberge;Noord-Brabant
4754;Stampersgat;Halderberge;Noord-Brabant
7690;Bergentheim;Hardenberg;Overijssel
7691;Bergentheim;Hardenberg;Overijssel
7692;Mariënberg;Hardenberg;Overijssel
7693;Sibculo;Hardenberg;Overijssel
7694;Kloosterhaar;Hardenberg;Overijssel
7695;Bruchterveld;Hardenberg;Overijssel
7696;Brucht;Hardenberg;Overijssel
7700;Dedemsvaart;Hardenberg;Overijssel
7701;Dedemsvaart;Hardenberg;Overijssel
7702;Dedemsvaart;Hardenberg;Overijssel
7707;Balkbrug;Hardenberg;Overijssel
7770;Hardenberg;Hardenberg;Overijssel
7771;Hardenberg;Hardenberg;Overijssel
7772;Hardenberg;Hardenberg;Overijssel
7773;Hardenberg;Hardenberg;Overijssel
7775;Lutten;Hardenberg;Overijssel
7776;Slagharen;Hardenberg;Overijssel
7777;Schuinesloot;Hardenberg;Overijssel
7778;Loozen;Hardenberg;Overijssel
7779;Holthone;Hardenberg;Overijssel
7780;De Krim;Hardenberg;Overijssel
7781;De Krim;Hardenberg;Overijssel
7782;De Krim;Hardenberg;Overijssel
7783;Gramsbergen;Hardenberg;Overijssel
7784;Ane;Hardenberg;Overijssel
7785;Anevelde;Hardenberg;Overijssel
7786;Den Velde;Hardenberg;Overijssel
7787;Holtheme;Hardenberg;Overijssel
7788;Anerveen;Hardenberg;Overijssel
7791;Radewijk;Hardenberg;Overijssel
7792;Hoogenweg;Hardenberg;Overijssel
7793;Hoogenweg;Hardenberg;Overijssel
7794;Rheeze;Hardenberg;Overijssel
7795;Diffelen;Hardenberg;Overijssel
7796;Heemserveen;Hardenberg;Overijssel
7797;Rheezerveen;Hardenberg;Overijssel
7798;Collendoorn;Hardenberg;Overijssel
3840;Harderwijk;Harderwijk;Gelderland
3841;Harderwijk;Harderwijk;Gelderland
3842;Harderwijk;Harderwijk;Gelderland
3843;Harderwijk;Harderwijk;Gelderland
3844;Harderwijk;Harderwijk;Gelderland
3845;Harderwijk;Harderwijk;Gelderland
3846;Harderwijk;Harderwijk;Gelderland
3847;Harderwijk;Harderwijk;Gelderland
3848;Harderwijk;Harderwijk;Gelderland
3849;Harderwijk;Harderwijk;Gelderland
3370;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Zuid-Holland
3371;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Zuid-Holland
3372;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Zuid-Holland
3373;Hardinxveld-Giessendam;Hardinxveld-Giessendam;Zuid-Holland
9479;Noordlaren;Haren;Groningen
9749;Noordlaren;Haren;Drenthe
9751;Haren;Haren;Groningen
9752;Haren;Haren;Groningen
9753;Haren;Haren;Groningen
9755;Onnen;Haren;Groningen
9756;Glimmen;Haren;Groningen
8857;Wijnaldum;Harlingen;Friesland
8860;Harlingen;Harlingen;Friesland
8861;Harlingen;Harlingen;Friesland
8862;Harlingen;Harlingen;Friesland
8871;Midlum;Harlingen;Friesland
8872;Midlum;Harlingen;Friesland
8050;Hattem;Hattem;Gelderland
8051;Hattem;Hattem;Gelderland
8052;Hattem;Hattem;Gelderland
1960;Heemskerk;Heemskerk;Noord-Holland
1961;Heemskerk;Heemskerk;Noord-Holland
1962;Heemskerk;Heemskerk;Noord-Holland
1963;Heemskerk;Heemskerk;Noord-Holland
1964;Heemskerk;Heemskerk;Noord-Holland
1965;Heemskerk;Heemskerk;Noord-Holland
1966;Heemskerk;Heemskerk;Noord-Holland
1967;Heemskerk;Heemskerk;Noord-Holland
1968;Heemskerk;Heemskerk;Noord-Holland
1969;Heemskerk;Heemskerk;Noord-Holland
2100;Heemstede;Heemstede;Noord-Holland
2101;Heemstede;Heemstede;Noord-Holland
2102;Heemstede;Heemstede;Noord-Holland
2103;Heemstede;Heemstede;Noord-Holland
2104;Heemstede;Heemstede;Noord-Holland
2105;Heemstede;Heemstede;Noord-Holland
2106;Heemstede;Heemstede;Noord-Holland
8180;Heerde;Heerde;Gelderland
8181;Heerde;Heerde;Gelderland
8190;Wapenveld;Heerde;Gelderland
8191;Wapenveld;Heerde;Gelderland
8193;Vorchten;Heerde;Gelderland
8194;Veessen;Heerde;Gelderland
8410;Jubbega;Heerenveen;Friesland
8411;Jubbega;Heerenveen;Friesland
8412;Hoornsterzwaag;Heerenveen;Friesland
8413;Oudehorne;Heerenveen;Friesland
8414;Nieuwehorne;Heerenveen;Friesland
8415;Bontebok;Heerenveen;Friesland
8440;Heerenveen;Heerenveen;Friesland
8441;Heerenveen;Heerenveen;Friesland
8442;Heerenveen;Heerenveen;Friesland
8443;Oranjewoud;Heerenveen;Friesland
8444;Heerenveen;Heerenveen;Friesland
8445;Heerenveen;Heerenveen;Friesland
8446;Heerenveen;Heerenveen;Friesland
8447;Heerenveen;Heerenveen;Friesland
8448;Heerenveen;Heerenveen;Friesland
8449;Terband;Heerenveen;Friesland
8451;Oudeschoot;Heerenveen;Friesland
8452;Nieuweschoot;Heerenveen;Friesland
8453;Oranjewoud;Heerenveen;Friesland
8454;Mildam;Heerenveen;Friesland
8455;Katlijk;Heerenveen;Friesland
8456;De Knipe;Heerenveen;Friesland
8457;Gersloot;Heerenveen;Friesland
8458;Tjalleberd;Heerenveen;Friesland
8459;Luinjeberd;Heerenveen;Friesland
8468;Haskerdijken;Heerenveen;Friesland
8469;Nieuwebrug;Heerenveen;Friesland
8490;Akkrum;Heerenveen;Friesland
8491;Akkrum;Heerenveen;Friesland
8494;Nes;Heerenveen;Friesland
8495;Aldeboarn;Heerenveen;Friesland
1700;Heerhugowaard;Heerhugowaard;Noord-Holland
1701;Heerhugowaard;Heerhugowaard;Noord-Holland
1702;Heerhugowaard;Heerhugowaard;Noord-Holland
1703;Heerhugowaard;Heerhugowaard;Noord-Holland
1705;Heerhugowaard;Heerhugowaard;Noord-Holland
1706;Heerhugowaard;Heerhugowaard;Noord-Holland
1842;Heerhugowaard;Heerhugowaard;Noord-Holland
6400;Heerlen;Heerlen;Limburg
6401;Heerlen;Heerlen;Limburg
6411;Heerlen;Heerlen;Limburg
6412;Heerlen;Heerlen;Limburg
6413;Heerlen;Heerlen;Limburg
6414;Heerlen;Heerlen;Limburg
6415;Heerlen;Heerlen;Limburg
6416;Heerlen;Heerlen;Limburg
6417;Heerlen;Heerlen;Limburg
6418;Heerlen;Heerlen;Limburg
6419;Heerlen;Heerlen;Limburg
6421;Heerlen;Heerlen;Limburg
6422;Heerlen;Heerlen;Limburg
6430;Hoensbroek;Heerlen;Limburg
6431;Hoensbroek;Heerlen;Limburg
6432;Hoensbroek;Heerlen;Limburg
6433;Hoensbroek;Heerlen;Limburg
5590;Heeze;Heeze-Leende;Noord-Brabant
5591;Heeze;Heeze-Leende;Noord-Brabant
5595;Leende;Heeze-Leende;Noord-Brabant
6029;Sterksel;Heeze-Leende;Noord-Brabant
1850;Heiloo;Heiloo;Noord-Holland
1851;Heiloo;Heiloo;Noord-Holland
1852;Heiloo;Heiloo;Noord-Holland
1853;Heiloo;Heiloo;Noord-Holland
1906;Heiloo;Heiloo;Noord-Holland
7440;Nijverdal;Hellendoorn;Overijssel
7441;Nijverdal;Hellendoorn;Overijssel
7442;Nijverdal;Hellendoorn;Overijssel
7443;Nijverdal;Hellendoorn;Overijssel
7447;Hellendoorn;Hellendoorn;Overijssel
7448;Haarle;Hellendoorn;Overijssel
7687;Daarlerveen;Hellendoorn;Overijssel
7688;Daarle;Hellendoorn;Overijssel
3220;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3221;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3222;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3223;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3224;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
3225;Hellevoetsluis;Hellevoetsluis;Zuid-Holland
5700;Helmond;Helmond;Noord-Brabant
5701;Helmond;Helmond;Noord-Brabant
5702;Helmond;Helmond;Noord-Brabant
5703;Helmond;Helmond;Noord-Brabant
5704;Helmond;Helmond;Noord-Brabant
5705;Helmond;Helmond;Noord-Brabant
5706;Helmond;Helmond;Noord-Brabant
5707;Helmond;Helmond;Noord-Brabant
5708;Helmond;Helmond;Noord-Brabant
5709;Helmond;Helmond;Noord-Brabant
3340;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
3341;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
3342;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
3343;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
3344;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
7550;Hengelo;Hengelo;Overijssel
7551;Hengelo;Hengelo;Overijssel
7552;Hengelo;Hengelo;Overijssel
7553;Hengelo;Hengelo;Overijssel
7554;Hengelo;Hengelo;Overijssel
7555;Hengelo;Hengelo;Overijssel
7556;Hengelo;Hengelo;Overijssel
7557;Hengelo;Hengelo;Overijssel
7558;Hengelo;Hengelo;Overijssel
7559;Hengelo;Hengelo;Overijssel
9047;Minnertsga;Het Bildt;Friesland
9072;Nij Altoenae;Het Bildt;Friesland
9075;Westhoek;Het Bildt;Friesland
9076;St.-Annaparochie;Het Bildt;Friesland
9077;St.-Jacobiparochie;Het Bildt;Friesland
9078;Oudebildtzijl;Het Bildt;Friesland
6580;Malden;Heumen;Gelderland
6581;Malden;Heumen;Gelderland
6582;Heumen;Heumen;Gelderland
6610;Overasselt;Heumen;Gelderland
6611;Overasselt;Heumen;Gelderland
6612;Nederasselt;Heumen;Gelderland
5150;Drunen;Heusden;Noord-Brabant
5151;Drunen;Heusden;Noord-Brabant
5152;Drunen;Heusden;Noord-Brabant
5154;Drunen;Heusden;Noord-Brabant
5250;Vlijmen;Heusden;Noord-Brabant
5251;Vlijmen;Heusden;Noord-Brabant
5252;Vlijmen;Heusden;Noord-Brabant
5253;Nieuwkuijk;Heusden;Noord-Brabant
5254;Haarsteeg;Heusden;Noord-Brabant
5256;Haarsteeg;Heusden;Noord-Brabant
2180;Hillegom;Hillegom;Zuid-Holland
2181;Hillegom;Hillegom;Zuid-Holland
2182;Hillegom;Hillegom;Zuid-Holland
5080;Hilvarenbeek;Hilvarenbeek;Noord-Brabant
5081;Hilvarenbeek;Hilvarenbeek;Noord-Brabant
5084;Hilvarenbeek;Hilvarenbeek;Noord-Brabant
5085;Esbeek;Hilvarenbeek;Noord-Brabant
5087;Diessen;Hilvarenbeek;Noord-Brabant
5089;Haghorst;Hilvarenbeek;Noord-Brabant
1200;Hilversum;Hilversum;Noord-Holland
1201;Hilversum;Hilversum;Noord-Holland
1202;Hilversum;Hilversum;Noord-Holland
1211;Hilversum;Hilversum;Noord-Holland
1212;Hilversum;Hilversum;Noord-Holland
1213;Hilversum;Hilversum;Noord-Holland
1214;Hilversum;Hilversum;Noord-Holland
1215;Hilversum;Hilversum;Noord-Holland
1216;Hilversum;Hilversum;Noord-Holland
1217;Hilversum;Hilversum;Noord-Holland
1218;Hilversum;Hilversum;Noord-Holland
1221;Hilversum;Hilversum;Noord-Holland
1222;Hilversum;Hilversum;Noord-Holland
1223;Hilversum;Hilversum;Noord-Holland
1403;Hilversum;Hilversum;Noord-Holland
7470;Goor;Hof van Twente;Overijssel
7471;Goor;Hof van Twente;Overijssel
7472;Goor;Hof van Twente;Overijssel
7475;Markelo;Hof van Twente;Overijssel
7478;Diepenheim;Hof van Twente;Overijssel
7490;Delden;Hof van Twente;Overijssel
7491;Delden;Hof van Twente;Overijssel
7495;Ambt Delden;Hof van Twente;Overijssel
7496;Hengevelde;Hof van Twente;Overijssel
7497;Bentelo;Hof van Twente;Overijssel
1730;Winkel;Hollands Kroon;Noord-Holland
1731;Winkel;Hollands Kroon;Noord-Holland
1732;Lutjewinkel;Hollands Kroon;Noord-Holland
1733;Nieuwe Niedorp;Hollands Kroon;Noord-Holland
1734;Oude Niedorp;Hollands Kroon;Noord-Holland
1735;'t Veld;Hollands Kroon;Noord-Holland
1736;Zijdewind;Hollands Kroon;Noord-Holland
1760;Anna Paulowna;Hollands Kroon;Noord-Holland
1761;Anna Paulowna;Hollands Kroon;Noord-Holland
1764;Breezand;Hollands Kroon;Noord-Holland
1766;Wieringerwaard;Hollands Kroon;Noord-Holland
1767;Kolhorn;Hollands Kroon;Noord-Holland
1768;Barsingerhorn;Hollands Kroon;Noord-Holland
1769;Haringhuizen;Hollands Kroon;Noord-Holland
1770;Wieringerwerf;Hollands Kroon;Noord-Holland
1771;Wieringerwerf;Hollands Kroon;Noord-Holland
1773;Kreileroord;Hollands Kroon;Noord-Holland
1774;Slootdorp;Hollands Kroon;Noord-Holland
1775;Middenmeer;Hollands Kroon;Noord-Holland
1777;Hippolytushoef;Hollands Kroon;Noord-Holland
1778;Westerland;Hollands Kroon;Noord-Holland
1779;Den Oever;Hollands Kroon;Noord-Holland
7900;Hoogeveen;Hoogeveen;Drenthe
7901;Hoogeveen;Hoogeveen;Drenthe
7902;Hoogeveen;Hoogeveen;Drenthe
7903;Hoogeveen;Hoogeveen;Drenthe
7904;Hoogeveen;Hoogeveen;Drenthe
7905;Hoogeveen;Hoogeveen;Drenthe
7906;Hoogeveen;Hoogeveen;Drenthe
7907;Alteveer gem Hoogeveen;Hoogeveen;Drenthe
7908;Hoogeveen;Hoogeveen;Drenthe
7909;Hoogeveen;Hoogeveen;Drenthe
7910;Nieuweroord;Hoogeveen;Drenthe
7911;Nieuweroord;Hoogeveen;Drenthe
7912;Nieuweroord;Hoogeveen;Drenthe
7913;Hollandscheveld;Hoogeveen;Drenthe
7914;Hollandscheveld;Hoogeveen;Drenthe
7915;Alteveer gem Hoogeveen;Hoogeveen;Drenthe
7916;Elim;Hoogeveen;Drenthe
7918;Nieuwlande;Hoogeveen;Drenthe
7926;Hollandscheveld;Hoogeveen;Drenthe
7931;Fluitenberg;Hoogeveen;Drenthe
7933;Elim;Hoogeveen;Drenthe
7934;Stuifzand;Hoogeveen;Drenthe
7936;Tiendeveen;Hoogeveen;Drenthe
9600;Hoogezand;Hoogezand-Sappemeer;Groningen
9601;Hoogezand;Hoogezand-Sappemeer;Groningen
9602;Hoogezand;Hoogezand-Sappemeer;Groningen
9603;Hoogezand;Hoogezand-Sappemeer;Groningen
9605;Kiel-Windeweer;Hoogezand-Sappemeer;Groningen
9606;Kropswolde;Hoogezand-Sappemeer;Groningen
9607;Foxhol;Hoogezand-Sappemeer;Groningen
9608;Westerbroek;Hoogezand-Sappemeer;Groningen
9609;Waterhuizen;Hoogezand-Sappemeer;Groningen
9610;Sappemeer;Hoogezand-Sappemeer;Groningen
9611;Sappemeer;Hoogezand-Sappemeer;Groningen
9648;Sappemeer;Hoogezand-Sappemeer;Groningen
1620;Hoorn;Hoorn;Noord-Holland
1621;Hoorn;Hoorn;Noord-Holland
1622;Hoorn;Hoorn;Noord-Holland
1623;Hoorn;Hoorn;Noord-Holland
1624;Hoorn;Hoorn;Noord-Holland
1625;Hoorn;Hoorn;Noord-Holland
1627;Hoorn;Hoorn;Noord-Holland
1628;Hoorn;Hoorn;Noord-Holland
1689;Zwaag;Hoorn;Noord-Holland
1695;Blokker;Hoorn;Noord-Holland
8896;Hoorn;Hoorn;Friesland
5766;Griendtsveen;Horst aan de Maas;Limburg
5864;Meerlo;Horst aan de Maas;Limburg
5865;Tienray;Horst aan de Maas;Limburg
5866;America;Horst aan de Maas;Limburg
5871;Broekhuizenvorst;Horst aan de Maas;Limburg
5872;Broekhuizen;Horst aan de Maas;Limburg
5960;Horst;Horst aan de Maas;Limburg
5961;Horst;Horst aan de Maas;Limburg
5962;Melderslo;Horst aan de Maas;Limburg
5963;Hegelsom;Horst aan de Maas;Limburg
5964;America;Horst aan de Maas;Limburg
5966;America;Horst aan de Maas;Limburg
5970;Grubbenvorst;Horst aan de Maas;Limburg
5971;Grubbenvorst;Horst aan de Maas;Limburg
5973;Lottum;Horst aan de Maas;Limburg
5975;Sevenum;Horst aan de Maas;Limburg
5976;Kronenberg;Horst aan de Maas;Limburg
5977;Evertsoord;Horst aan de Maas;Limburg
9999;Melderslo;Horst aan de Maas;Groningen
3990;Houten;Houten;Utrecht
3991;Houten;Houten;Utrecht
3992;Houten;Houten;Utrecht
3993;Houten;Houten;Utrecht
3994;Houten;Houten;Utrecht
3995;Houten;Houten;Utrecht
3997;'t Goy;Houten;Utrecht
3998;Schalkwijk;Houten;Utrecht
3999;Tull en 't Waal;Houten;Utrecht
1270;Huizen;Huizen;Noord-Holland
1271;Huizen;Huizen;Noord-Holland
1272;Huizen;Huizen;Noord-Holland
1273;Huizen;Huizen;Noord-Holland
1274;Huizen;Huizen;Noord-Holland
1275;Huizen;Huizen;Noord-Holland
1276;Huizen;Huizen;Noord-Holland
1277;Huizen;Huizen;Noord-Holland
4560;Hulst;Hulst;Zeeland
4561;Hulst;Hulst;Zeeland
4562;Hulst;Hulst;Zeeland
4564;Sint Jansteen;Hulst;Zeeland
4565;Sint Jansteen;Hulst;Zeeland
4566;Heikant;Hulst;Zeeland
4567;Clinge;Hulst;Zeeland
4568;Nieuw Namen;Hulst;Zeeland
4569;Graauw;Hulst;Zeeland
4583;Terhole;Hulst;Zeeland
4584;Kuitaart;Hulst;Zeeland
4585;Hengstdijk;Hulst;Zeeland
4586;Lamswaarde;Hulst;Zeeland
4587;Kloosterzande;Hulst;Zeeland
4588;Walsoorden;Hulst;Zeeland
4589;Ossenisse;Hulst;Zeeland
3400;IJsselstein;IJsselstein;Utrecht
3401;IJsselstein;IJsselstein;Utrecht
3402;IJsselstein;IJsselstein;Utrecht
3403;IJsselstein;IJsselstein;Utrecht
3404;IJsselstein;IJsselstein;Utrecht
2159;Kaag;Kaag en Braassem;Zuid-Holland
2355;Hoogmade;Kaag en Braassem;Zuid-Holland
2370;Roelofarendsveen;Kaag en Braassem;Zuid-Holland
2371;Oude Wetering;Kaag en Braassem;Zuid-Holland
2374;Oude Wetering;Kaag en Braassem;Zuid-Holland
2375;Rijpwetering;Kaag en Braassem;Zuid-Holland
2376;Nieuwe Wetering;Kaag en Braassem;Zuid-Holland
2377;Oude Wetering;Kaag en Braassem;Zuid-Holland
2450;Leimuiden;Kaag en Braassem;Zuid-Holland
2451;Rijnsaterwoude;Kaag en Braassem;Zuid-Holland
2465;Rijnsaterwoude;Kaag en Braassem;Zuid-Holland
2480;Woubrugge;Kaag en Braassem;Zuid-Holland
2481;Woubrugge;Kaag en Braassem;Zuid-Holland
8260;Kampen;Kampen;Overijssel
8261;Kampen;Kampen;Overijssel
8262;Kampen;Kampen;Overijssel
8263;Kampen;Kampen;Overijssel
8264;Kampen;Kampen;Overijssel
8265;Kampen;Kampen;Overijssel
8266;Kampen;Kampen;Overijssel
8267;Kampen;Kampen;Overijssel
8271;IJsselmuiden;Kampen;Overijssel
8274;Wilsum;Kampen;Overijssel
8275;IJsselmuiden;Kampen;Overijssel
8276;Zalk;Kampen;Overijssel
8277;IJsselmuiden;Kampen;Overijssel
8278;Kampen;Kampen;Overijssel
8293;Mastenbroek;Kampen;Overijssel
4420;Kapelle;Kapelle;Zeeland
4421;Kapelle;Kapelle;Zeeland
4423;Schore;Kapelle;Zeeland
4424;Wemeldinge;Kapelle;Zeeland
4482;Kloetinge;Kapelle;Zeeland
2220;Katwijk;Katwijk;Zuid-Holland
2221;Katwijk;Katwijk;Zuid-Holland
2222;Katwijk;Katwijk;Zuid-Holland
2223;Katwijk;Katwijk;Zuid-Holland
2224;Katwijk;Katwijk;Zuid-Holland
2225;Katwijk;Katwijk;Zuid-Holland
2230;Rijnsburg;Katwijk;Zuid-Holland
2231;Rijnsburg;Katwijk;Zuid-Holland
2235;Valkenburg;Katwijk;Zuid-Holland
2242;Katwijk;Katwijk;Zuid-Holland
6300;Valkenburg;Katwijk;Limburg
6460;Kerkrade;Kerkrade;Limburg
6461;Kerkrade;Kerkrade;Limburg
6462;Kerkrade;Kerkrade;Limburg
6463;Kerkrade;Kerkrade;Limburg
6464;Kerkrade;Kerkrade;Limburg
6465;Kerkrade;Kerkrade;Limburg
6466;Kerkrade;Kerkrade;Limburg
6467;Kerkrade;Kerkrade;Limburg
6468;Kerkrade;Kerkrade;Limburg
6469;Kerkrade;Kerkrade;Limburg
6470;Eygelshoven;Kerkrade;Limburg
6471;Kerkrade;Kerkrade;Limburg
1631;Oudendijk;Koggenland;Noord-Holland
1633;Avenhorn;Koggenland;Noord-Holland
1634;Avenhorn;Koggenland;Noord-Holland
1641;Spierdijk;Koggenland;Noord-Holland
1642;Spierdijk;Koggenland;Noord-Holland
1643;Spierdijk;Koggenland;Noord-Holland
1645;Ursem;Koggenland;Noord-Holland
1647;Berkhout;Koggenland;Noord-Holland
1648;De Goorn;Koggenland;Noord-Holland
1652;Zuidermeer;Koggenland;Noord-Holland
1704;Obdam;Koggenland;Noord-Holland
1710;Hensbroek;Koggenland;Noord-Holland
1711;Hensbroek;Koggenland;Noord-Holland
1713;Obdam;Koggenland;Noord-Holland
9290;Kollum;Kollumerland en Nieuwkruisland;Friesland
9291;Kollum;Kollumerland en Nieuwkruisland;Friesland
9292;Augsbuurt;Kollumerland en Nieuwkruisland;Friesland
9293;Kollumerpomp;Kollumerland en Nieuwkruisland;Friesland
9294;Oudwoude;Kollumerland en Nieuwkruisland;Friesland
9295;Westergeest;Kollumerland en Nieuwkruisland;Friesland
9296;Triemen;Kollumerland en Nieuwkruisland;Friesland
9297;Veenklooster;Kollumerland en Nieuwkruisland;Friesland
9298;Kollumerzwaag;Kollumerland en Nieuwkruisland;Friesland
9299;Zwagerbosch;Kollumerland en Nieuwkruisland;Friesland
9851;Burum;Kollumerland en Nieuwkruisland;Friesland
9852;Warfstermolen;Kollumerland en Nieuwkruisland;Friesland
9853;Munnekezijl;Kollumerland en Nieuwkruisland;Friesland
3264;Nieuw-Beijerland;Korendijk;Zuid-Holland
3265;Piershil;Korendijk;Zuid-Holland
3267;Goudswaard;Korendijk;Zuid-Holland
3284;Zuid-Beijerland;Korendijk;Zuid-Holland
2920;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2921;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2922;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2923;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2924;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2925;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
2926;Krimpen aan den IJssel;Krimpen aan den IJssel;Zuid-Holland
5735;Aarle-Rixtel;Laarbeek;Noord-Brabant
5737;Lieshout;Laarbeek;Noord-Brabant
5738;Mariahout;Laarbeek;Noord-Brabant
5740;Beek en Donk;Laarbeek;Noord-Brabant
5741;Aarle-Rixtel;Laarbeek;Noord-Brabant
5374;Schaijk;Landerd;Noord-Brabant
5375;Reek;Landerd;Noord-Brabant
5410;Zeeland;Landerd;Noord-Brabant
5411;Zeeland;Landerd;Noord-Brabant
6370;Landgraaf;Landgraaf;Limburg
6371;Landgraaf;Landgraaf;Limburg
6372;Landgraaf;Landgraaf;Limburg
6374;Landgraaf;Landgraaf;Limburg
1120;Landsmeer;Landsmeer;Noord-Holland
1121;Landsmeer;Landsmeer;Noord-Holland
1127;Den Ilp;Landsmeer;Noord-Holland
1451;Purmerland;Landsmeer;Noord-Holland
1720;Broek op Langedijk;Langedijk;Noord-Holland
1721;Broek op Langedijk;Langedijk;Noord-Holland
1722;Zuid-Scharwoude;Langedijk;Noord-Holland
1723;Noord-Scharwoude;Langedijk;Noord-Holland
1724;Oudkarspel;Langedijk;Noord-Holland
1830;Koedijk;Langedijk;Noord-Holland
1832;Koedijk;Langedijk;Noord-Holland
1834;Sint Pancras;Langedijk;Noord-Holland
2650;Berkel en Rodenrijs;Lansingerland;Zuid-Holland
2651;Berkel en Rodenrijs;Lansingerland;Zuid-Holland
2652;Berkel en Rodenrijs;Lansingerland;Zuid-Holland
2660;Bergschenhoek;Lansingerland;Zuid-Holland
2661;Bergschenhoek;Lansingerland;Zuid-Holland
2662;Bergschenhoek;Lansingerland;Zuid-Holland
2665;Bleiswijk;Lansingerland;Zuid-Holland
1252;Laren;Laren;Noord-Holland
9350;Leek;Leek;Groningen
9355;Midwolde;Leek;Groningen
9356;Tolbert;Leek;Groningen
9359;Boerakker;Leek;Groningen
9811;Enumatil;Leek;Groningen
9812;Enumatil;Leek;Groningen
9827;Lettelbert;Leek;Groningen
9828;Oostwold;Leek;Groningen
4140;Leerdam;Leerdam;Zuid-Holland
4141;Leerdam;Leerdam;Zuid-Holland
4142;Leerdam;Leerdam;Zuid-Holland
4143;Leerdam;Leerdam;Zuid-Holland
4145;Schoonrewoerd;Leerdam;Zuid-Holland
4163;Oosterwijk;Leerdam;Zuid-Holland
4247;Kedichem;Leerdam;Zuid-Holland
8900;Leeuwarden;Leeuwarden;Friesland
8901;Leeuwarden;Leeuwarden;Friesland
8902;Leeuwarden;Leeuwarden;Friesland
8903;Leeuwarden;Leeuwarden;Friesland
8911;Leeuwarden;Leeuwarden;Friesland
8912;Leeuwarden;Leeuwarden;Friesland
8913;Leeuwarden;Leeuwarden;Friesland
8914;Leeuwarden;Leeuwarden;Friesland
8915;Leeuwarden;Leeuwarden;Friesland
8916;Leeuwarden;Leeuwarden;Friesland
8917;Leeuwarden;Leeuwarden;Friesland
8918;Leeuwarden;Leeuwarden;Friesland
8919;Leeuwarden;Leeuwarden;Friesland
8921;Leeuwarden;Leeuwarden;Friesland
8922;Leeuwarden;Leeuwarden;Friesland
8923;Leeuwarden;Leeuwarden;Friesland
8924;Leeuwarden;Leeuwarden;Friesland
8925;Leeuwarden;Leeuwarden;Friesland
8926;Leeuwarden;Leeuwarden;Friesland
8927;Leeuwarden;Leeuwarden;Friesland
8931;Leeuwarden;Leeuwarden;Friesland
8932;Leeuwarden;Leeuwarden;Friesland
8933;Leeuwarden;Leeuwarden;Friesland
8934;Leeuwarden;Leeuwarden;Friesland
8935;Leeuwarden;Leeuwarden;Friesland
